fps,sensitivity,thresholds
0.0,0.008695652173913044,0.95257294
0.0,0.017391304347826087,0.942906
0.0,0.02608695652173913,0.93931144
0.0,0.034782608695652174,0.9324391
0.034482758620689655,0.034782608695652174,0.9312733
0.034482758620689655,0.043478260869565216,0.92832136
0.034482758620689655,0.05217391304347826,0.92722684
0.06896551724137931,0.05217391304347826,0.92688245
0.06896551724137931,0.06086956521739131,0.9257032
0.06896551724137931,0.06956521739130435,0.9250437
0.06896551724137931,0.0782608695652174,0.92489415
0.10344827586206896,0.0782608695652174,0.92295647
0.10344827586206896,0.08695652173913043,0.92163396
0.10344827586206896,0.09565217391304348,0.92089355
0.10344827586206896,0.10434782608695652,0.9206425
0.13793103448275862,0.10434782608695652,0.92060894
0.1724137931034483,0.10434782608695652,0.9204096
0.1724137931034483,0.11304347826086956,0.91987884
0.1724137931034483,0.12173913043478261,0.9193769
0.1724137931034483,0.13043478260869565,0.9191955
0.20689655172413793,0.13043478260869565,0.91916
0.2413793103448276,0.13043478260869565,0.9191336
0.2413793103448276,0.1391304347826087,0.91909003
0.27586206896551724,0.1391304347826087,0.9187539
0.27586206896551724,0.14782608695652175,0.91867733
0.3103448275862069,0.14782608695652175,0.9182496
0.3103448275862069,0.1565217391304348,0.918098
0.3103448275862069,0.16521739130434782,0.91809505
0.3103448275862069,0.17391304347826086,0.9177332
0.3448275862068966,0.17391304347826086,0.9174294
0.3448275862068966,0.1826086956521739,0.91709465
0.3793103448275862,0.1826086956521739,0.9166961
0.3793103448275862,0.19130434782608696,0.9165896
0.41379310344827586,0.19130434782608696,0.91644543
0.41379310344827586,0.2,0.9164237
0.4482758620689655,0.2,0.91629785
0.4827586206896552,0.2,0.9162353
0.4827586206896552,0.20869565217391303,0.9161777
0.5172413793103449,0.20869565217391303,0.9159481
0.5517241379310345,0.20869565217391303,0.9158881
0.5862068965517241,0.20869565217391303,0.9158669
0.6206896551724138,0.20869565217391303,0.9157548
0.6551724137931034,0.20869565217391303,0.9154866
0.6896551724137931,0.20869565217391303,0.915458
0.6896551724137931,0.21739130434782608,0.9153345
0.7241379310344828,0.21739130434782608,0.9152811
0.7586206896551724,0.21739130434782608,0.91518193
0.7931034482758621,0.21739130434782608,0.9145747
0.8275862068965517,0.21739130434782608,0.9142071
0.8275862068965517,0.22608695652173913,0.91414243
0.8620689655172413,0.22608695652173913,0.9141031
0.896551724137931,0.22608695652173913,0.9140747
0.9310344827586207,0.22608695652173913,0.9139282
0.9655172413793104,0.22608695652173913,0.9137509
1.0,0.22608695652173913,0.9136003
1.0344827586206897,0.22608695652173913,0.91333884
1.0344827586206897,0.23478260869565218,0.9131844
1.0344827586206897,0.24347826086956523,0.91318315
1.0689655172413792,0.24347826086956523,0.9131069
1.103448275862069,0.24347826086956523,0.91309077
1.103448275862069,0.25217391304347825,0.9129938
1.103448275862069,0.2608695652173913,0.91283685
1.1379310344827587,0.2608695652173913,0.9127506
1.1724137931034482,0.2608695652173913,0.9126394
1.206896551724138,0.2608695652173913,0.9125045
1.2413793103448276,0.2608695652173913,0.91244084
1.2758620689655173,0.2608695652173913,0.91235304
1.3103448275862069,0.2608695652173913,0.912325
1.3448275862068966,0.2608695652173913,0.9121388
1.3793103448275863,0.2608695652173913,0.91198635
1.4137931034482758,0.2608695652173913,0.9119656
1.4482758620689655,0.2608695652173913,0.9119266
1.4827586206896552,0.2608695652173913,0.9118853
1.5172413793103448,0.2608695652173913,0.91168
1.5517241379310345,0.2608695652173913,0.9114747
1.5862068965517242,0.2608695652173913,0.9114211
1.5862068965517242,0.26956521739130435,0.9114006
1.6206896551724137,0.26956521739130435,0.9113441
1.6551724137931034,0.26956521739130435,0.9112357
1.6551724137931034,0.2782608695652174,0.9112253
1.6896551724137931,0.2782608695652174,0.9110206
1.6896551724137931,0.28695652173913044,0.9110077
1.7241379310344827,0.28695652173913044,0.9109906
1.7586206896551724,0.28695652173913044,0.9109501
1.7586206896551724,0.2956521739130435,0.91090983
1.7586206896551724,0.30434782608695654,0.9108337
1.793103448275862,0.30434782608695654,0.91082233
1.8275862068965518,0.30434782608695654,0.9107983
1.8275862068965518,0.3130434782608696,0.9107235
1.8620689655172413,0.3130434782608696,0.9107196
1.896551724137931,0.3130434782608696,0.9107186
1.9310344827586208,0.3130434782608696,0.91044074
1.9310344827586208,0.3217391304347826,0.91030264
1.9310344827586208,0.33043478260869563,0.9100572
1.9310344827586208,0.3391304347826087,0.9100523
1.9655172413793103,0.3391304347826087,0.9100481
1.9655172413793103,0.34782608695652173,0.91004586
2.0,0.34782608695652173,0.91000664
2.0344827586206895,0.34782608695652173,0.9100049
2.0689655172413794,0.34782608695652173,0.9099985
2.103448275862069,0.34782608695652173,0.9099048
2.1379310344827585,0.34782608695652173,0.909889
2.1724137931034484,0.34782608695652173,0.909785
2.1724137931034484,0.3565217391304348,0.9096958
2.206896551724138,0.3565217391304348,0.90945446
2.206896551724138,0.3652173913043478,0.9094424
2.2413793103448274,0.3652173913043478,0.9093655
2.2413793103448274,0.3739130434782609,0.90930116
2.2413793103448274,0.3826086956521739,0.90926737
2.2758620689655173,0.3826086956521739,0.9091924
2.2758620689655173,0.391304347826087,0.90918225
2.310344827586207,0.391304347826087,0.909118
2.3448275862068964,0.391304347826087,0.90906274
2.3793103448275863,0.391304347826087,0.90906066
2.3793103448275863,0.4,0.9089544
2.3793103448275863,0.40869565217391307,0.9087587
2.3793103448275863,0.41739130434782606,0.9087253
2.3793103448275863,0.4260869565217391,0.90863407
2.3793103448275863,0.43478260869565216,0.90858054
2.413793103448276,0.43478260869565216,0.90844566
2.4482758620689653,0.43478260869565216,0.9084429
2.4482758620689653,0.4434782608695652,0.90839595
2.4827586206896552,0.4434782608695652,0.9083393
2.5172413793103448,0.4434782608695652,0.9083206
2.5517241379310347,0.4434782608695652,0.9083092
2.5517241379310347,0.45217391304347826,0.90828246
2.586206896551724,0.45217391304347826,0.9082174
2.6206896551724137,0.45217391304347826,0.90806633
2.6206896551724137,0.4608695652173913,0.9080657
2.6206896551724137,0.46956521739130436,0.9080592
2.6551724137931036,0.46956521739130436,0.90805817
2.689655172413793,0.46956521739130436,0.9080536
2.7241379310344827,0.46956521739130436,0.9080409
2.7586206896551726,0.46956521739130436,0.908016
2.793103448275862,0.46956521739130436,0.90797
2.8275862068965516,0.46956521739130436,0.9078358
2.8620689655172415,0.46956521739130436,0.9077774
2.8620689655172415,0.4782608695652174,0.90764356
2.896551724137931,0.4782608695652174,0.9075856
2.9310344827586206,0.4782608695652174,0.90755796
2.9655172413793105,0.4782608695652174,0.9074278
3.0,0.4782608695652174,0.90738726
3.0,0.48695652173913045,0.9073703
3.0344827586206895,0.48695652173913045,0.90723455
3.0689655172413794,0.48695652173913045,0.90712124
3.103448275862069,0.48695652173913045,0.907098
3.103448275862069,0.4956521739130435,0.9070845
3.1379310344827585,0.4956521739130435,0.90702146
3.1724137931034484,0.4956521739130435,0.90694517
3.1724137931034484,0.5043478260869565,0.90692127
3.206896551724138,0.5043478260869565,0.90687084
3.2413793103448274,0.5043478260869565,0.9068394
