fps,sensitivity,thresholds
0.02702702702702703,0.0,0.92919964
0.05405405405405406,0.0,0.9262088
0.08108108108108109,0.0,0.92495525
0.10810810810810811,0.0,0.9247183
0.13513513513513514,0.0,0.92263585
0.13513513513513514,0.009009009009009009,0.9226182
0.16216216216216217,0.009009009009009009,0.9222596
0.1891891891891892,0.009009009009009009,0.9220082
0.1891891891891892,0.018018018018018018,0.9216293
0.1891891891891892,0.02702702702702703,0.92152774
0.21621621621621623,0.02702702702702703,0.92035866
0.24324324324324326,0.02702702702702703,0.9202974
0.2702702702702703,0.02702702702702703,0.9202092
0.2972972972972973,0.02702702702702703,0.9200291
0.2972972972972973,0.036036036036036036,0.9199317
0.32432432432432434,0.036036036036036036,0.91985464
0.32432432432432434,0.04504504504504504,0.91976327
0.35135135135135137,0.04504504504504504,0.9197003
0.35135135135135137,0.05405405405405406,0.91963106
0.35135135135135137,0.06306306306306306,0.9190305
0.3783783783783784,0.06306306306306306,0.9189726
0.40540540540540543,0.06306306306306306,0.918661
0.43243243243243246,0.06306306306306306,0.9185897
0.43243243243243246,0.07207207207207207,0.91856605
0.4594594594594595,0.07207207207207207,0.91832685
0.4864864864864865,0.07207207207207207,0.9182365
0.5135135135135135,0.07207207207207207,0.9181034
0.5405405405405406,0.07207207207207207,0.91801924
0.5405405405405406,0.08108108108108109,0.9179008
0.5405405405405406,0.09009009009009009,0.9178859
0.5405405405405406,0.0990990990990991,0.9178294
0.5675675675675675,0.0990990990990991,0.9176851
0.5675675675675675,0.10810810810810811,0.91746074
0.5945945945945946,0.10810810810810811,0.91736495
0.6216216216216216,0.10810810810810811,0.9173518
0.6486486486486487,0.10810810810810811,0.9171725
0.6756756756756757,0.10810810810810811,0.9171492
0.7027027027027027,0.10810810810810811,0.9170727
0.7297297297297297,0.10810810810810811,0.91696465
0.7297297297297297,0.11711711711711711,0.91688365
0.7297297297297297,0.12612612612612611,0.91674477
0.7567567567567568,0.12612612612612611,0.916443
0.7837837837837838,0.12612612612612611,0.91638637
0.7837837837837838,0.13513513513513514,0.91632587
0.8108108108108109,0.13513513513513514,0.91623193
0.8378378378378378,0.13513513513513514,0.9160904
0.8648648648648649,0.13513513513513514,0.9159941
0.8918918918918919,0.13513513513513514,0.9159811
0.918918918918919,0.13513513513513514,0.9159726
0.9459459459459459,0.13513513513513514,0.91571313
0.972972972972973,0.13513513513513514,0.91555274
0.972972972972973,0.14414414414414414,0.915219
1.0,0.14414414414414414,0.91517836
1.027027027027027,0.14414414414414414,0.91516864
1.054054054054054,0.14414414414414414,0.9150173
1.0810810810810811,0.14414414414414414,0.91501534
1.1081081081081081,0.14414414414414414,0.9149813
1.135135135135135,0.14414414414414414,0.91492623
1.162162162162162,0.14414414414414414,0.91486156
1.1891891891891893,0.14414414414414414,0.9148485
1.2162162162162162,0.14414414414414414,0.9148414
1.2432432432432432,0.14414414414414414,0.9148059
1.2702702702702702,0.14414414414414414,0.91477823
1.2972972972972974,0.14414414414414414,0.91474754
1.3243243243243243,0.14414414414414414,0.91473323
1.3513513513513513,0.14414414414414414,0.9146507
1.3783783783783783,0.14414414414414414,0.91455567
1.4054054054054055,0.14414414414414414,0.9145314
1.4324324324324325,0.14414414414414414,0.9144357
1.4594594594594594,0.14414414414414414,0.9144053
